Text,Sentiment
i feel when i am thrilled with my hair i have an extra bounce in my step and i don t worry about my outfit and make up as much,joy
i feel like there are people who have given a lot to me and i wasn t appreciative of them,joy
i would feel very offended when i see people like these around,anger
i am not sure what i feel about the ludicrous pleb gate or gate gate or toff gate affair when a government minister lost his rag with a policeman and started hurling abuse in his general direction allegedly calling him amongst other things a pleb,sadness
i feel particularly ecstatic,joy
i get aggravated because we are running late for school and she wants to change her pants because they feel funny or when she begs me for weeks to take her to chuck e,surprise
i can feel it looked more charming than,joy
i keep feeling more miserable as days go on,sadness
i took this first demo with a pinch of salt as it was only a quick job i was already feeling suspicious,fear
im still feeling so much movement and still loving it,love
i dont know what should i say to myself because i feel that i am super realistic,joy
i can flip the pieces up to double the height which will be necessary quickly since she will be feeling adventurous and try to hop out in a day or two,joy
