Text,Aspect Term,Sentiment
"Fan vents to the side, so no cooling pad needed, great feature!",feature,Positive
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",software,Positive
Wasted me at least 8 hours of installation time.,installation time,Negative
"It has far exceeded my expectations for power, storage, and abilitiy.",power,Positive
"It has far exceeded my expectations for power, storage, and abilitiy.",storage,Positive
"It has far exceeded my expectations for power, storage, and abilitiy.",abilitiy,Positive
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",spotlight search,Positive
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",feature,Positive
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,wireless system,Negative
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,Windows 7,Neutral
I am enjoying it and the quality it provides is great!,quality,Positive
"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.",battery life,Positive
"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.",speed,Positive
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS,Positive
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS,Positive
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",iTunes,Positive
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",program,Positive
Mac is not made for gaming.,gaming,Negative
"Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.",battery,Negative
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",Apple support,Positive
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",techs,Positive
But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,adding the bluetooth,Negative
I need graphic power to run my Adobe Creative apps efficiently.,graphic power,Neutral
I need graphic power to run my Adobe Creative apps efficiently.,Adobe Creative apps,Neutral
the programs are esay to use and are quick to process this computer works like a charm.,programs,Positive
the programs are esay to use and are quick to process this computer works like a charm.,use,Positive
The materials that came with the computer did not include the right # anywhere.,materials,Negative
It does not even have the software to play a dvd now.,software,Negative
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,Tech support,Positive
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,power supply,Negative
HOW DOES THE POWER SUPPLY NOT WORK!!!,POWER SUPPLY,Negative
